id,name,parent,kind
"erp back office and bpo processing systems::hr staffing databases and applicant records","HR/staffing databases and applicant records","ERP, back-office, and BPO processing systems","exposure"
"real estate specific systems and data::property management and lease tenant databases","Property management and lease/tenant databases","Real estate-specific systems and data","exposure"
"real estate specific systems and data::building access control and physical security systems eg open options access control platform incident","Building access-control and physical security systems (e.g., Open Options access-control platform incident)","Real estate-specific systems and data","exposure"
"real estate specific systems and data::title escrow and transaction closing data","Title, escrow, and transaction-closing data","Real estate-specific systems and data","exposure"
"real estate specific systems and data::facilities iot building management systems","Facilities/IoT building-management systems","Real estate-specific systems and data","exposure"
"wholesale trade and logistics systems::warehouse management systems wms and inventory databases","Warehouse management systems (WMS) and inventory databases","Wholesale trade and logistics systems","exposure"
"wholesale trade and logistics systems::freight transportation management and dispatch systems","Freight/transportation management and dispatch systems","Wholesale trade and logistics systems","exposure"
"wholesale trade and logistics systems::edi and automated b2b order processing pipelines","EDI and automated B2B order-processing pipelines","Wholesale trade and logistics systems","exposure"
"wholesale trade and logistics systems::customer facing tracking shipping portals","Customer-facing tracking/shipping portals","Wholesale trade and logistics systems","exposure"
"employee contractor and third party data::employee pii and payroll benefits records","Employee PII and payroll/benefits records","Employee, contractor, and third-party data","exposure"
"employee contractor and third party data::contractor and subcontractor databases","Contractor and subcontractor databases","Employee, contractor, and third-party data","exposure"
"employee contractor and third party data::franchise network partner data","Franchise-network partner data","Employee, contractor, and third-party data","exposure"
"employee contractor and third party data::third party vendor and supply chain contact information","Third-party vendor and supply-chain contact information","Employee, contractor, and third-party data","exposure"
"cloud msp infrastructure and credentials::msp rmm remote management tooling with privileged access to multiple client networks","MSP/RMM remote-management tooling with privileged access to multiple client networks","Cloud/MSP infrastructure and credentials","exposure"
"cloud msp infrastructure and credentials::domain admin and active directory credentials","Domain admin and Active Directory credentials","Cloud/MSP infrastructure and credentials","exposure"
"cloud msp infrastructure and credentials::api keys and service account credentials for interconnected client systems","API keys and service-account credentials for interconnected client systems","Cloud/MSP infrastructure and credentials","exposure"
"intellectual property and trade secrets::r and d and engineering ip","R&D and engineering IP","Intellectual property and trade secrets","exposure"
"intellectual property and trade secrets::proprietary methodologies and software eg custom crm software platforms like all gather crm","Proprietary methodologies and software (e.g., custom CRM/software platforms like All Gather CRM)","Intellectual property and trade secrets","exposure"
"intellectual property and trade secrets::competitive strategic business intelligence","Competitive/strategic business intelligence","Intellectual property and trade secrets","exposure"
"initial access vectors::exploitation of unpatched internet facing systems and legacy end of life software vpn concentrators citrix rdp gateways exchange file transfer appliances like moveit common in underfunded agencies","Exploitation of unpatched internet-facing systems and legacy/end-of-life software (VPN concentrators, Citrix/RDP gateways, Exchange, file-transfer appliances like MOVEit) common in underfunded agencies","Initial Access Vectors","hazard"
"initial access vectors::exposed brute forced remote desktop protocol rdp the classic samsam vector used against atlanta","Exposed / brute-forced Remote Desktop Protocol (RDP) - the classic SamSam vector used against Atlanta","Initial Access Vectors","hazard"
"initial access vectors::phishing and business email compromise against government email accounts and elected officials","Phishing and business-email-compromise against government email accounts and elected officials","Initial Access Vectors","hazard"
"initial access vectors::stolen valid credentials and weak or absent mfa on remote access and privileged accounts","Stolen/valid credentials and weak or absent MFA on remote-access and privileged accounts","Initial Access Vectors","hazard"
"initial access vectors::compromise via managed service providers msps and shared statewide county it systems that serve many agencies at once","Compromise via managed service providers (MSPs) and shared statewide/county IT systems that serve many agencies at once","Initial Access Vectors","hazard"
"initial access vectors::third party software supply chain compromise eg mass exploited file transfer and remote management tools","Third-party/software supply-chain compromise (e.g. mass-exploited file-transfer and remote-management tools)","Initial Access Vectors","hazard"
"extortion tactics::encryption of servers endpoints halting citizen facing and back office services double extortion base case","Encryption of servers/endpoints halting citizen-facing and back-office services (double-extortion base case)","Extortion Tactics","hazard"
"extortion tactics::data exfiltration public leak site posting when governments refuse to pay eg rhysida dumping 600gb from the british library interlock posting 43gb from st paul play leaking oakland data","Data exfiltration + public leak-site posting when governments refuse to pay (e.g. Rhysida dumping ~600GB from the British Library; Interlock posting 43GB from St. Paul; Play leaking Oakland data)","Extortion Tactics","hazard"
"extortion tactics::publication auctioning of citizen pii employee hr payroll files and law enforcement records to shame and pressure","Publication/auctioning of citizen PII, employee HR/payroll files, and law-enforcement records to shame and pressure","Extortion Tactics","hazard"
"extortion tactics::direct harassment notification of affected citizens and media to amplify political pressure on officials","Direct harassment / notification of affected citizens and media to amplify political pressure on officials","Extortion Tactics","hazard"
"extortion tactics::framing attacks as acts of terrorism national security events costa rica to maximize coercion","Framing attacks as acts of 'terrorism' / national-security events (Costa Rica) to maximize coercion","Extortion Tactics","hazard"
"extortion tactics::ddos and repeat attack threats layered on top of encryption triple extortion","DDoS and repeat-attack threats layered on top of encryption (triple-extortion)","Extortion Tactics","hazard"
"service disruption availability risk mission critical public services::911 emergency dispatch and first responder cad systems impacted in dallas","911 / emergency dispatch and first-responder CAD systems (impacted in Dallas)","Service-Disruption / Availability Risk (mission-critical public services)","hazard"
"service disruption availability risk mission critical public services::tax revenue customs and treasury collection systems costa rica hacienda baltimore property transfers","Tax, revenue, customs, and treasury collection systems (Costa Rica Hacienda; Baltimore property transfers)","Service-Disruption / Availability Risk (mission-critical public services)","hazard"
"service disruption availability risk mission critical public services::benefits social security and public assistance payment systems costa rican ccss social security fund","Benefits, social-security, and public-assistance payment systems (Costa Rican CCSS social security fund)","Service-Disruption / Availability Risk (mission-critical public services)","hazard"
"service disruption availability risk mission critical public services::courts permitting licensing vital records and land property registries","Courts, permitting, licensing, vital records, and land/property registries","Service-Disruption / Availability Risk (mission-critical public services)","hazard"
"service disruption availability risk mission critical public services::public utilities billing water electricity administrative systems and municipal payment portals","Public utilities billing, water/electricity administrative systems, and municipal payment portals","Service-Disruption / Availability Risk (mission-critical public services)","hazard"
"service disruption availability risk mission critical public services::prolonged recovery windows months driven by legacy systems and limited in house restoration capacity","Prolonged recovery windows (months) driven by legacy systems and limited in-house restoration capacity","Service-Disruption / Availability Risk (mission-critical public services)","hazard"
"ot critical infrastructure adjacency::municipal water and wastewater scada ot overseen by public works departments","Municipal water and wastewater SCADA/OT overseen by public works departments","OT / Critical-Infrastructure Adjacency","hazard"
"ot critical infrastructure adjacency::traffic management transit and public lighting control systems","Traffic-management, transit, and public-lighting control systems","OT / Critical-Infrastructure Adjacency","hazard"
"ot critical infrastructure adjacency::public utility electric water operational systems run by state municipal authorities","Public-utility (electric/water) operational systems run by state/municipal authorities","OT / Critical-Infrastructure Adjacency","hazard"
"ot critical infrastructure adjacency::emergency communications and radio infrastructure","Emergency communications and radio infrastructure","OT / Critical-Infrastructure Adjacency","hazard"
"ot critical infrastructure adjacency::it ot flat network convergence in small municipalities lacking segmentation","IT/OT flat-network convergence in small municipalities lacking segmentation","OT / Critical-Infrastructure Adjacency","hazard"
"third party supply chain and aggregation risk::managed service providers msps and it contractors serving multiple municipalities simultaneously","Managed service providers (MSPs) and IT contractors serving multiple municipalities simultaneously","Third-Party, Supply-Chain & Aggregation Risk","hazard"
"third party supply chain and aggregation risk::shared statewide platforms county data centers and regional cooperatives single point of failure for many agencies","Shared statewide platforms, county data centers, and regional cooperatives (single point of failure for many agencies)","Third-Party, Supply-Chain & Aggregation Risk","hazard"
"third party supply chain and aggregation risk::saas cloud vendors holding benefits tax and records data on behalf of agencies","SaaS/cloud vendors holding benefits, tax, and records data on behalf of agencies","Third-Party, Supply-Chain & Aggregation Risk","hazard"
"third party supply chain and aggregation risk::file transfer and remote management software mass exploitation events hitting many governments at once","File-transfer and remote-management software mass-exploitation events hitting many governments at once","Third-Party, Supply-Chain & Aggregation Risk","hazard"
"third party supply chain and aggregation risk::election system and voter registration vendor exposure integrity and confidence risk","Election-system and voter-registration vendor exposure (integrity and confidence risk)","Third-Party, Supply-Chain & Aggregation Risk","hazard"
"insider and workforce risk::negligent insiders credential reuse susceptibility to phishing workaround shadow it during outages","Negligent insiders (credential reuse, susceptibility to phishing, workaround shadow-IT during outages)","Insider & Human-Factor Risk","hazard"
"insider and workforce risk::malicious disgruntled insiders and access broker recruitment costa rica alleged in country facilitators","Malicious/disgruntled insiders and access-broker recruitment (Costa Rica alleged in-country facilitators)","Insider & Human-Factor Risk","hazard"
"insider and workforce risk::weak privileged access governance and over provisioned admin accounts","Weak privileged-access governance and over-provisioned admin accounts","Insider & Human-Factor Risk","hazard"
"insider and workforce risk::elected official and executive account targeting high value low training","Elected-official and executive account targeting (high-value, low-training)","Insider & Human-Factor Risk","hazard"
"regulatory legal and political exposure::breach notification and data protection obligations state breach laws gdpr uk gdpr for foreign governments sector rules","Breach-notification and data-protection obligations (state breach laws, GDPR/UK-GDPR for foreign governments, sector rules)","Regulatory, Legal & Political Exposure","hazard"
"regulatory legal and political exposure::class action litigation by affected citizens and employees over exposed pii","Class-action litigation by affected citizens and employees over exposed PII","Regulatory, Legal & Political Exposure","hazard"
"regulatory legal and political exposure::public records foia scrutiny legislative inquiries and audits of the response","Public-records/FOIA scrutiny, legislative inquiries, and audits of the response","Regulatory, Legal & Political Exposure","hazard"
"regulatory legal and political exposure::ofac sanctions risk when a ransom would flow to a sanctioned group constrains payment even if desired","OFAC sanctions risk when a ransom would flow to a sanctioned group (constrains payment even if desired)","Regulatory, Legal & Political Exposure","hazard"
"regulatory legal and political exposure::political and electoral fallout loss of public trust and pressure on officials to restore service fast","Political and electoral fallout, loss of public trust, and pressure on officials to restore service fast","Regulatory, Legal & Political Exposure","hazard"
"regulatory legal and political exposure::national security escalation for attacks on central government institutions","National-security escalation for attacks on central-government institutions","Regulatory, Legal & Political Exposure","hazard"
"threat actor landscape::financially motivated raas crews prominent against government royal rhysida play lockbit blackcat alphv medusa interlock conti defunct","Financially-motivated RaaS crews prominent against government: Royal, Rhysida, Play, LockBit, BlackCat/ALPHV, Medusa, Interlock, Conti (defunct)","Threat-Actor Landscape","hazard"
"threat actor landscape::state nexus apt actors where extortion overlaps with espionage verizon 2025 espionage breaches up 163 28 also financially motivated","State-nexus / APT actors where extortion overlaps with espionage (Verizon 2025: espionage breaches up 163%, 28% also financially motivated)","Threat-Actor Landscape","hazard"
"threat actor landscape::nation linked operators iranian samsam actors indicted for atlanta pro russian conti against costa rica","Nation-linked operators (Iranian SamSam actors indicted for Atlanta; pro-Russian Conti against Costa Rica)","Threat-Actor Landscape","hazard"
"threat actor landscape::initial access brokers selling footholds into government networks","Initial-access brokers selling footholds into government networks","Threat-Actor Landscape","hazard"
"citizen and employee data assets::citizen pii names ssns national ids addresses dates of birth","Citizen PII (names, SSNs/national IDs, addresses, dates of birth)","Citizen & Employee Data Assets","exposure"
"citizen and employee data assets::employee hr and payroll data including retirees and dependents dallas 27000 notified columbus 500000 files","Employee/HR and payroll data, including retirees and dependents (Dallas: 27,000+ notified; Columbus: ~500,000 files)","Citizen & Employee Data Assets","exposure"
"citizen and employee data assets::tax financial and benefits records held by revenue and social services agencies","Tax, financial, and benefits records held by revenue and social-services agencies","Citizen & Employee Data Assets","exposure"
"citizen and employee data assets::health phi held by public health medicaid and social services departments","Health/PHI held by public health, Medicaid, and social-services departments","Citizen & Employee Data Assets","exposure"
"citizen and employee data assets::law enforcement records case files and investigative data","Law-enforcement records, case files, and investigative data","Citizen & Employee Data Assets","exposure"
"citizen and employee data assets::vital records birth death marriage land property registries and court records","Vital records (birth/death/marriage), land/property registries, and court records","Citizen & Employee Data Assets","exposure"
"citizen and employee data assets::library patron and crm databases british library 500000 files incl user and staff data","Library/patron and CRM databases (British Library: ~500,000 files incl. user and staff data)","Citizen & Employee Data Assets","exposure"
"core it and enterprise systems::active directory identity and access management prime ransomware target for domain wide encryption","Active Directory / identity and access management (prime ransomware target for domain-wide encryption)","Core IT & Enterprise Systems","exposure"
"core it and enterprise systems::email and collaboration platforms baltimore staff forced to gmail workarounds","Email and collaboration platforms (Baltimore staff forced to Gmail workarounds)","Core IT & Enterprise Systems","exposure"
"core it and enterprise systems::erp finance procurement and payroll systems","ERP / finance / procurement and payroll systems","Core IT & Enterprise Systems","exposure"
"core it and enterprise systems::file servers document management and records systems","File servers, document-management and records systems","Core IT & Enterprise Systems","exposure"
"core it and enterprise systems::endpoints and laptops sophos 56 of government machines impacted on average per attack","Endpoints and laptops (Sophos: ~56% of government machines impacted on average per attack)","Core IT & Enterprise Systems","exposure"
"core it and enterprise systems::backup and disaster recovery infrastructure targeted to prevent restoration","Backup and disaster-recovery infrastructure (targeted to prevent restoration)","Core IT & Enterprise Systems","exposure"
"citizen facing service platforms::online payment portals and municipal e services st paul baltimore","Online payment portals and municipal e-services (St. Paul, Baltimore)","Citizen-Facing Service Platforms","exposure"
"citizen facing service platforms::permitting licensing and business registration systems","Permitting, licensing, and business-registration systems","Citizen-Facing Service Platforms","exposure"
"citizen facing service platforms::tax revenue and customs collection systems costa rica baltimore","Tax/revenue and customs collection systems (Costa Rica; Baltimore)","Citizen-Facing Service Platforms","exposure"
"citizen facing service platforms::benefits social security and public assistance disbursement systems","Benefits, social-security, and public-assistance disbursement systems","Citizen-Facing Service Platforms","exposure"
"citizen facing service platforms::court e filing and case management systems","Court e-filing and case-management systems","Citizen-Facing Service Platforms","exposure"
"citizen facing service platforms::public wi fi and website portal infrastructure british library st paul","Public Wi-Fi and website/portal infrastructure (British Library, St. Paul)","Citizen-Facing Service Platforms","exposure"
"public safety and emergency systems::911 emergency dispatch and computer aided dispatch cad dallas","911 / emergency dispatch and computer-aided-dispatch (CAD) (Dallas)","Public-Safety & Emergency Systems","exposure"
"public safety and emergency systems::first responder and police fire records and communications","First-responder and police/fire records and communications","Public-Safety & Emergency Systems","exposure"
"public safety and emergency systems::emergency notification and alerting systems","Emergency notification and alerting systems","Public-Safety & Emergency Systems","exposure"
"public safety and emergency systems::jail detention and body camera evidence management systems","Jail/detention and body-camera/evidence management systems","Public-Safety & Emergency Systems","exposure"
"operational technology and municipal infrastructure::water wastewater scada and public works ot","Water/wastewater SCADA and public-works OT","Operational Technology & Municipal Infrastructure","exposure"
"operational technology and municipal infrastructure::traffic transit and street lighting control systems","Traffic, transit, and street-lighting control systems","Operational Technology & Municipal Infrastructure","exposure"
"operational technology and municipal infrastructure::municipal utility electric water operational systems","Municipal utility (electric/water) operational systems","Operational Technology & Municipal Infrastructure","exposure"
"operational technology and municipal infrastructure::building management and physical access control systems","Building-management and physical-access-control systems","Operational Technology & Municipal Infrastructure","exposure"
"third party and shared service dependencies::msps it contractors and outsourced help desk network providers","MSPs, IT contractors, and outsourced help-desk/network providers","Third-Party & Shared-Service Dependencies","exposure"
"third party and shared service dependencies::shared statewide county data centers and regional service cooperatives","Shared statewide/county data centers and regional service cooperatives","Third-Party & Shared-Service Dependencies","exposure"
"third party and shared service dependencies::cloud saas vendors for benefits tax hr and records processing","Cloud/SaaS vendors for benefits, tax, HR, and records processing","Third-Party & Shared-Service Dependencies","exposure"
"third party and shared service dependencies::file transfer and remote management software moveit style mass exploit exposure","File-transfer and remote-management software (MOVEit-style mass-exploit exposure)","Third-Party & Shared-Service Dependencies","exposure"
"third party and shared service dependencies::election and voter registration technology vendors","Election and voter-registration technology vendors","Third-Party & Shared-Service Dependencies","exposure"
"third party and shared service dependencies::payment processors and identity verification providers","Payment processors and identity-verification providers","Third-Party & Shared-Service Dependencies","exposure"
"initial access vectors::help desk service desk vishing and impersonation scattered spider style","Help-desk/service-desk vishing and impersonation (Scattered Spider-style)","Initial Access Vectors","hazard"
"initial access vectors::third party it vendor or identity provider okta sso compromise","Third-party IT vendor or identity-provider (Okta/SSO) compromise","Initial Access Vectors","hazard"
"initial access vectors::exploited public facing vulnerabilities vpn web app edge devices","Exploited public-facing vulnerabilities (VPN, web app, edge devices)","Initial Access Vectors","hazard"
"initial access vectors::saas oauth and connected app abuse eg fake salesforce data loader","SaaS/OAuth and connected-app abuse (e.g., fake Salesforce Data Loader)","Initial Access Vectors","hazard"
"initial access vectors::phishing credential theft against store warehouse or corporate staff","Phishing/credential theft against store, warehouse, or corporate staff","Initial Access Vectors","hazard"
"initial access vectors::compromised franchise or dealer network credentials","Compromised franchise or dealer-network credentials","Initial Access Vectors","hazard"
"extortion tactics::traditional encryption of erp pos inventory systems operational shutdown","Traditional encryption of ERP/POS/inventory systems (operational shutdown)","Extortion Tactics","hazard"
"extortion tactics::extortion only data exfiltration with no encryption fastest growing tactic","Extortion-only data exfiltration with no encryption (fastest-growing tactic)","Extortion Tactics","hazard"
"extortion tactics::double extortion encrypt threaten to leak","Double extortion (encrypt + threaten to leak)","Extortion Tactics","hazard"
"extortion tactics::direct executive leadership harassment calls teams messages emails to c suite","Direct executive/leadership harassment (calls, Teams messages, emails to C-suite)","Extortion Tactics","hazard"
"extortion tactics::deadline based public leak site threats naming victims before payment","Deadline-based public leak-site threats naming victims before payment","Extortion Tactics","hazard"
"extortion tactics::threats against downstream customers members directly name and shame of loyalty program members","Threats against downstream customers/members directly (name-and-shame of loyalty program members)","Extortion Tactics","hazard"
"operational and store network disruption::store wide or chain wide pos outages halting sales","Store-wide or chain-wide POS outages halting sales","Operational and Store-Network Disruption","hazard"
"operational and store network disruption::automated ordering replenishment failure forcing manual paper processes","Automated ordering/replenishment failure forcing manual (paper) processes","Operational and Store-Network Disruption","hazard"
"operational and store network disruption::e commerce website downtime and lost online revenue","E-commerce/website downtime and lost online revenue","Operational and Store-Network Disruption","hazard"
"operational and store network disruption::warehouse and logistics disruption causing stockouts","Warehouse and logistics disruption causing stockouts","Operational and Store-Network Disruption","hazard"
"operational and store network disruption::shared platform outages cascading across many independent locations franchise dealer model","Shared-platform outages cascading across many independent locations (franchise/dealer model)","Operational and Store-Network Disruption","hazard"
"third party and supply chain risk::compromise of shared saas dms crm platforms serving many retailers at once","Compromise of shared SaaS/DMS/CRM platforms serving many retailers at once","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::it help desk outsourced support vendor compromise","IT help-desk/outsourced support vendor compromise","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::payment processor or gateway compromise","Payment processor or gateway compromise","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::franchise multi brand holding company shared infrastructure","Franchise/multi-brand holding-company shared infrastructure","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::fourth party risk from vendors own vendors","Fourth-party risk from vendors' own vendors","Third-Party and Supply-Chain Risk","hazard"
"insider and workforce risk::under resourced in house security teams relative to store location count","Under-resourced in-house security teams relative to store/location count","Insider and Human-Factor Risk","hazard"
"insider and workforce risk::susceptibility of frontline call center help desk staff to social engineering","Susceptibility of frontline/call-center/help-desk staff to social engineering","Insider and Human-Factor Risk","hazard"
"insider and workforce risk::high employee turnover complicating access management and training","High employee turnover complicating access management and training","Insider and Human-Factor Risk","hazard"
"insider and workforce risk::malicious or negligent insider access at franchise third party locations","Malicious or negligent insider access at franchise/third-party locations","Insider and Human-Factor Risk","hazard"
"regulatory legal and disclosure exposure::pci dss liability for payment card data exposure","PCI-DSS liability for payment card data exposure","Regulatory, Legal, and Disclosure Exposure","hazard"
"regulatory legal and disclosure exposure::state federal breach notification requirements and uk eu gdpr for multinational retailers","State/federal breach-notification requirements (and UK/EU GDPR for multinational retailers)","Regulatory, Legal, and Disclosure Exposure","hazard"
"regulatory legal and disclosure exposure::securities disclosure obligations for public companies sec 8 k equivalent uk other filings","Securities disclosure obligations for public companies (SEC 8-K, equivalent UK/other filings)","Regulatory, Legal, and Disclosure Exposure","hazard"
"regulatory legal and disclosure exposure::class action and consumer litigation exposure over pii loyalty data theft","Class-action and consumer-litigation exposure over PII/loyalty-data theft","Regulatory, Legal, and Disclosure Exposure","hazard"
"regulatory legal and disclosure exposure::regulatory scrutiny of ransom payments ofac type sanctions risk on payment recipients","Regulatory scrutiny of ransom payments (OFAC-type sanctions risk on payment recipients)","Regulatory, Legal, and Disclosure Exposure","hazard"
"reputational and customer trust risk::customer churn and reduced footfall online conversion post incident","Customer churn and reduced footfall/online conversion post-incident","Reputational and Customer-Trust Risk","hazard"
"reputational and customer trust risk::stock price market capitalization impact for public companies","Stock price / market capitalization impact for public companies","Reputational and Customer-Trust Risk","hazard"
"reputational and customer trust risk::loyalty program member attrition after data theft disclosure","Loyalty-program member attrition after data-theft disclosure","Reputational and Customer-Trust Risk","hazard"
"reputational and customer trust risk::franchise brand license reputational spillover across independently owned locations","Franchise/brand-license reputational spillover across independently owned locations","Reputational and Customer-Trust Risk","hazard"
"point of sale pos and payment systems::in store pos terminals and card readers","In-store POS terminals and card readers","Point-of-Sale (POS) and Payment Systems","exposure"
"point of sale pos and payment systems::payment gateway processor integrations","Payment gateway / processor integrations","Point-of-Sale (POS) and Payment Systems","exposure"
"point of sale pos and payment systems::e commerce checkout and shopping cart platforms","E-commerce checkout and shopping-cart platforms","Point-of-Sale (POS) and Payment Systems","exposure"
"point of sale pos and payment systems::tokenization pci cardholder data environments","Tokenization/PCI cardholder data environments","Point-of-Sale (POS) and Payment Systems","exposure"
"point of sale pos and payment systems::gift card and loyalty point redemption systems","Gift card and loyalty-point redemption systems","Point-of-Sale (POS) and Payment Systems","exposure"
"customer data and crm loyalty platforms::loyalty membership program databases names dob contact info","Loyalty/membership program databases (names, DOB, contact info)","Customer Data and CRM/Loyalty Platforms","exposure"
"customer data and crm loyalty platforms::crm saas platforms eg salesforce instances connected apps oauth grants","CRM/SaaS platforms (e.g., Salesforce instances, connected apps/OAuth grants)","Customer Data and CRM/Loyalty Platforms","exposure"
"customer data and crm loyalty platforms::marketing and email sms platforms","Marketing and email/SMS platforms","Customer Data and CRM/Loyalty Platforms","exposure"
"customer data and crm loyalty platforms::customer service and call center ticketing systems","Customer service and call-center/ticketing systems","Customer Data and CRM/Loyalty Platforms","exposure"
"customer data and crm loyalty platforms::website account credentials and stored preferences","Website account credentials and stored preferences","Customer Data and CRM/Loyalty Platforms","exposure"
"supply chain inventory and store operations systems::erp enterprise resource planning platforms","ERP / enterprise resource planning platforms","Supply Chain, Inventory, and Store Operations Systems","exposure"
"supply chain inventory and store operations systems::warehouse management and logistics routing systems","Warehouse management and logistics/routing systems","Supply Chain, Inventory, and Store Operations Systems","exposure"
"supply chain inventory and store operations systems::automated stock replenishment and ordering systems","Automated stock replenishment and ordering systems","Supply Chain, Inventory, and Store Operations Systems","exposure"
"supply chain inventory and store operations systems::store network and in store it infrastructure self checkout digital signage","Store network and in-store IT infrastructure (self-checkout, digital signage)","Supply Chain, Inventory, and Store Operations Systems","exposure"
"supply chain inventory and store operations systems::click and collect omnichannel fulfillment systems","Click-and-collect / omnichannel fulfillment systems","Supply Chain, Inventory, and Store Operations Systems","exposure"
"third party franchise and vendor dealer networks::shared saas dealer management system providers eg dms platforms for auto dealers","Shared SaaS/dealer-management-system providers (e.g., DMS platforms for auto dealers)","Third-Party, Franchise, and Vendor/Dealer Networks","exposure"
"third party franchise and vendor dealer networks::franchise and multi location operator networks","Franchise and multi-location operator networks","Third-Party, Franchise, and Vendor/Dealer Networks","exposure"
"third party franchise and vendor dealer networks::outsourced third party it help desks and identity providers okta and similar","Outsourced/third-party IT help desks and identity providers (Okta and similar)","Third-Party, Franchise, and Vendor/Dealer Networks","exposure"
"third party franchise and vendor dealer networks::payment processors and financial intermediaries","Payment processors and financial intermediaries","Third-Party, Franchise, and Vendor/Dealer Networks","exposure"
"third party franchise and vendor dealer networks::marketing loyalty and analytics vendors with data sharing access","Marketing, loyalty, and analytics vendors with data-sharing access","Third-Party, Franchise, and Vendor/Dealer Networks","exposure"
"employee and hr data::social security numbers and government id scans","Social Security numbers and government ID scans","Employee and HR Data","exposure"
"employee and hr data::payroll and w 2 tax records","Payroll and W-2/tax records","Employee and HR Data","exposure"
"employee and hr data::benefits and background check data","Benefits and background-check data","Employee and HR Data","exposure"
"employee and hr data::time and attendance scheduling system data","Time-and-attendance / scheduling system data","Employee and HR Data","exposure"
"physical and building adjacent operational technology::refrigeration hvac and building management systems grocery food service","Refrigeration/HVAC and building management systems (grocery, food service)","Physical and Building-Adjacent Operational Technology","exposure"
"physical and building adjacent operational technology::digital key access card systems hospitality casino","Digital key/access-card systems (hospitality/casino)","Physical and Building-Adjacent Operational Technology","exposure"
"physical and building adjacent operational technology::warehouse robotics and automated fulfillment hardware","Warehouse robotics and automated fulfillment hardware","Physical and Building-Adjacent Operational Technology","exposure"
"physical and building adjacent operational technology::fitness wellness facility access and scheduling systems","Fitness/wellness facility access and scheduling systems","Physical and Building-Adjacent Operational Technology","exposure"
"brand product and intellectual property data::unreleased product designs and merchandising plans","Unreleased product designs and merchandising plans","Brand, Product, and Intellectual Property Data","exposure"
"brand product and intellectual property data::pricing and promotional strategy documents","Pricing and promotional strategy documents","Brand, Product, and Intellectual Property Data","exposure"
"brand product and intellectual property data::supplier vendor contracts and cost data","Supplier/vendor contracts and cost data","Brand, Product, and Intellectual Property Data","exposure"
"brand product and intellectual property data::brand and marketing creative assets","Brand and marketing creative assets","Brand, Product, and Intellectual Property Data","exposure"
"initial access vectors::infostealer harvested employee admin credentials wow arkana orange spain ripe account takeover","Infostealer-harvested employee/admin credentials (WOW!/Arkana; Orange Spain RIPE-account takeover)","Initial Access Vectors","hazard"
"initial access vectors::exploitation of internet facing edge devices vpns and collaboration platforms colt orange sharepoint cve 2025 53770 dbir notes 8x rise in edge vpn exploitation only 54 patched","Exploitation of internet-facing edge devices, VPNs and collaboration platforms (Colt/Orange - SharePoint CVE-2025-53770; DBIR notes 8x rise in edge/VPN exploitation, only 54% patched)","Initial Access Vectors","hazard"
"initial access vectors::phishing and social engineering leading to hijacked domain admin accounts telecom argentina revil","Phishing and social engineering leading to hijacked Domain Admin accounts (Telecom Argentina/REvil)","Initial Access Vectors","hazard"
"initial access vectors::compromised third party vendor or subcontractor credentials bell technical solutions hive","Compromised third-party/vendor or subcontractor credentials (Bell Technical Solutions/Hive)","Initial Access Vectors","hazard"
"initial access vectors::rapid weaponization of zero day critical vulnerabilities in internet facing network equipment cyble finding","Rapid weaponization of zero-day/critical vulnerabilities in internet-facing network equipment (Cyble finding)","Initial Access Vectors","hazard"
"initial access vectors::stolen or weak administrative credentials tstt ransomexx","Stolen or weak administrative credentials (TSTT/RansomEXX)","Initial Access Vectors","hazard"
"extortion tactics::double extortion encryption plus data exfiltration ransomexx tstt yanluowang cincinnati bell","Double extortion: encryption plus data exfiltration (RansomEXX/TSTT, Yanluowang/Cincinnati Bell)","Extortion Tactics","hazard"
"extortion tactics::pure data leak pay or leak extortion with no encryption arkana wow shinyhunters american tower shinyhunters charter","Pure data-leak/'pay-or-leak' extortion with no encryption (Arkana/WOW!, ShinyHunters/American Tower, ShinyHunters/Charter)","Extortion Tactics","hazard"
"extortion tactics::public shaming wall of shame and doxxing tactics arkana securitys stated model","Public shaming, 'wall of shame' and doxxing tactics (Arkana Security's stated model)","Extortion Tactics","hazard"
"extortion tactics::proof of hack demonstration videos and backend access showcases arkana wow","Proof-of-hack demonstration videos and backend-access showcases (Arkana/WOW!)","Extortion Tactics","hazard"
"extortion tactics::reupload re extortion of previously leaked data by a different or same group sk telecom data reuploaded listing","Reupload/re-extortion of previously leaked data by a different or same group (SK-Telecom 'data reuploaded' listing)","Extortion Tactics","hazard"
"extortion tactics::deadline driven negotiation windows escalating ransom demands over time telecom argentinas 75m to 15m escalation","Deadline-driven negotiation windows escalating ransom demands over time (Telecom Argentina's $7.5M to $15M escalation)","Extortion Tactics","hazard"
"core network availability disruption ot equivalent risk::voice sms data network outages from ransomware or intrusion cellcoms week long voice sms blackout","Voice/SMS/data network outages from ransomware or intrusion (Cellcom's week-long voice/SMS blackout)","Core Network / Availability Disruption ('OT-equivalent' risk)","hazard"
