victim,sector,group,country,attackdate,discovered,domain,data_size,has_press,ransom
"mysecop.com","Technology","warlock","","2025-07-29","2025-08-17","mysecop.com","","",""
"VIRTUALWEB.US","Technology","BrainCipher","US","2025-07-28","2025-07-28","VIRTUALWEB.US","","",""
"Software Design Consulting Group","Technology","dragonforce","US","2025-07-28","2025-07-28","sd-lb.com","","",""
"Digitall Evolution","Technology","d4rk4rmy","BR","2025-07-28","2025-07-28","www.digitallevolution.com.br","","",""
"FranceLink","Technology","akira","FR","2025-07-28","2025-08-13","francelink.net","","yes",""
"tele-optics.com","Technology","safepay","US","2025-07-26","2025-07-26","tele-optics.com","","",""
"havtechpa.com","Technology","safepay","US","2025-07-26","2025-07-26","havtechpa.com","","",""
"Mailchimp","Technology","everest","US","2025-07-26","2025-07-31","mailchimp.com","","",""
"Bitbox","Technology","everest","CH","2025-07-26","2025-07-30","bitbox.ru","","",""
"Helical Auto Technology (India)","Technology","akira","IN","2025-07-25","2025-07-25","helicaltechnology.com","","",""
"RBJ Escrow Software","Technology","akira","US","2025-07-24","2025-09-08","rbj.com","","",""
"https://eagleonline.net/","Technology","lynx","US","2025-07-23","2025-07-23","eagleonline.net","","",""
"Cisco","Technology","shinyhunters","US","2025-07-23","2025-10-03","cisco.com","","",""
"www.optyma.co.uk","Technology","kraken","GB","2025-07-22","2025-07-22","www.optyma.co.uk","","",""
"multichem.net","Technology","incransom","GB","2025-07-22","2025-08-08","multichem.net","","",""
"www.reliablecontrols.com","Technology","incransom","US","2025-07-22","2025-07-22","www.reliablecontrols.com","","",""
"dtxstudio.com","Technology","incransom","US","2025-07-21","2025-07-22","dtxstudio.com","","",""
"Maxell Asia","Technology","ransomhouse","JP","2025-07-21","2025-08-19","www.maxell.com.hk","","",""
"Krusell","Technology","qilin","TH","2025-07-21","2025-07-21","adiantes.com","","",""
"JASCO Applied Sciences","Technology","rhysida","CA","2025-07-21","2025-10-07","jasco.com","","yes",""
"DP Systems","Technology","worldleaks","GB","2025-07-20","2025-07-21","www.d-p-systems.com","","",""
"Akribis Systems","Technology","direwolf","SG","2025-07-20","2025-07-20","akribis.com","","",""
"Terillium","Technology","play","US","2025-07-18","2025-08-04","www.terillium.com","","",""
"Expert E-commerce GmbH","Technology","medusa","DE","2025-07-18","2025-08-20","expert.de","","yes","200000"
"Vitec","Technology","incransom","US","2025-07-17","2025-07-17","vitecinc.com","","",""
"GreenLight Biosciences","Technology","blackbyte","US","2025-07-16","2025-07-16","greenlightbiosciences.com","","",""
"Title XI","Technology","akira","US","2025-07-16","2025-07-16","titlexi.com","","",""
"Inside One","Technology","lynx","AR","2025-07-15","2025-07-15","www.insideone.com","","",""
"ACRO Automation Systems","Technology","worldleaks","US","2025-07-15","2025-09-18","www.acro.com","","",""
"Advanced Security Systems","Technology","sinobi","US","2025-07-15","2025-08-18","www.advancedsecuritysystems.com","","",""
"Harmony Electronics Corp","Technology","sinobi","TW","2025-07-15","2025-08-13","hele.com.tw","","",""
"gid-it.de","Technology","lynx","DE","2025-07-15","2025-08-02","gid-it.de","","",""
"Studioc","Technology","akira","US","2025-07-15","2025-07-15","studio-c.com","","",""
"Takedown request #1798","Technology","thegentlemen","FR","2025-07-14","2025-09-09","","","",""
"oiwky.com","Technology","safepay","US","2025-07-14","2025-09-01","oiwky.com","","",""
"Algorithmica Research","Technology","thegentlemen","SE","2025-07-13","2025-09-09","www.algorithmica.se","","",""
"Dansoft","Technology","nova","US","2025-07-13","2025-07-13","dansoft.com","","",""
"sol*d*r*.com","Technology","devman","","2025-07-12","2025-07-12","","","",""
"fuld.com","Technology","qilin","US","2025-07-11","2025-07-12","www.fuld.com","","",""
"Computer Ingenuity Associates","Technology","nova","US","2025-07-09","2025-07-09","ciasoft.com","","",""
"Emphail.com","Technology","global","","2025-07-09","2025-07-09","Emphail.com","","",""
"snapav.com / resideo.com","Technology","rebornvc","US","2025-07-08","2025-07-08","snapav.com","","","$1,000,000"
"Alt Vision","Technology","pear","AU","2025-07-08","2025-08-05","altvision.com.au","","",""
"Taiwan Digital Streaming Co Ltd","Technology","d4rk4rmy","TW","2025-07-07","2025-07-07","twds.com.tw","","",""
"ELZAB","Technology","d4rk4rmy","PL","2025-07-07","2025-07-07","elzab.com.pl","","",""
"Dragonfly CO. LTD dragonflygame.com","Technology","blacknevas","JP","2025-07-07","2025-08-06","dragonflygame.com","","",""
"tsaworld.com","Technology","incransom","US","2025-07-07","2025-07-07","tsaworld.com","","",""
"ITACCESS PTE. LTD.","Technology","lynx","SG","2025-07-07","2025-07-07","itaccess.com.sg","","",""
"azurewave.com","Technology","qilin","TW","2025-07-07","2025-08-07","www.azurewave.com","","yes",""
"takachiho.co.jp","Technology","devman","JP","2025-07-05","2025-07-05","takachiho.co.jp","","",""
"elematec","Technology","devman","JP","2025-07-05","2025-07-05","elematec.com","","",""
"gotec","Technology","devman","CH","2025-07-05","2025-07-05","gotec.com","","",""
"Assetlabs","Technology","arcusmedia","CA","2025-07-05","2025-07-05","assetlabs.com","","",""
"Integrated Silicon Solution Inc.","Technology","worldleaks","US","2025-07-04","2025-07-21","www.issi.com","","",""
"Vynopsis","Technology","handala","","2025-07-03","2025-07-03","","","",""
"CyberlinkASP","Technology","play","US","2025-07-03","2025-07-12","www.cyberlinkasp.com","","",""
"Universal Software Solutions","Technology","spacebears","US","2025-07-03","2025-07-04","universalss.com","","",""
"Somotsoft","Technology","worldleaks","US","2025-07-02","2025-07-21","www.somotsoft.com","","",""
"corpdvs.com","Technology","qilin","US","2025-07-01","2025-07-02","www.corpdvs.com","","",""
"villagecoin.com","Technology","qilin","US","2025-07-01","2025-07-01","www.villagecoin.com","","",""
"C&M Software","Technology","dragonforce","BR","2025-07-01","2025-11-22","www.cmsw.com","","yes",""
"Portel Logistic Technologies","Technology","nova","ES","2025-06-30","2025-06-30","portellogistic.com","","",""
"Pandora.net","Technology","shinyhunters","DK","2025-06-30","2025-10-03","Pandora.net","","",""
"Google Adsense","Technology","shinyhunters","US","2025-06-30","2025-10-03","adsense.google.com","","",""
"norpak.com","Technology","safepay","CA","2025-06-30","2025-07-18","norpak.com","","",""
"semco-tech.com","Technology","qilin","FR","2025-06-30","2025-06-30","www.semco-tech.com","","",""
"www.nuphoton.com","Technology","qilin","US","2025-06-30","2025-06-30","www.nuphoton.com","","",""
"entab.se","Technology","global","SE","2025-06-30","2025-06-30","entab.se","","",""
"ClockWorkAdmin","Technology","handala","","2025-06-29","2025-06-29","","","",""
"Studio Associato Callatroni Bianchi","Technology","akira","IT","2025-06-29","2025-07-21","studiocallatronibianchi.com","","",""
"Tech Mahindra","Technology","worldleaks","US","2025-06-27","2025-06-27","techmahindra.com","","",""
"Dell Technologies","Technology","worldleaks","US","2025-06-27","2025-07-21","www.dell.com","","",""
"norsk.global","Technology","qilin","NO","2025-06-27","2025-06-27","norsk.global","","",""
"QHR Ltd","Technology","handala","CA","2025-06-26","2025-06-26","","","",""
"vresystems.com","Technology","qilin","GB","2025-06-25","2025-07-03","www.vresystems.com","","",""
"AEROBLOX","Technology","qilin","US","2025-06-25","2025-06-25","aeroblox.io","","",""
"Tecore","Technology","qilin","US","2025-06-25","2025-06-25","www.tecore.com","","",""
"Universal Softare Solutions","Technology","spacebears","US","2025-06-24","2025-07-03","universalss.com","","",""
"Netstar_South_Africa","Technology","incransom","ZA","2025-06-23","2025-08-20","netstar.co.za","","yes",""
"netstar","Technology","devman","ZA","2025-06-23","2025-05-23","netstar.co.za","","yes",""
"Sivim IT","Technology","handala","IT","2025-06-20","2025-06-20","","","",""
"iBUYPOWER","Technology","lynx","US","2025-06-20","2025-07-22","www.ibuypower.com","","",""
"Becker Robotic","Technology","worldleaks","DE","2025-06-20","2025-07-21","www.becker-robotic.com","","",""
"Saban Systems","Technology","handala","IL","2025-06-19","2025-06-19","","","",""
"Coreix","Technology","rhysida","GB","2025-06-18","2025-06-18","coreix.net","","",""
"Agura B.C LTD","Technology","handala","IL","2025-06-18","2025-06-18","","","",""
"GB Group","Technology","direwolf","GB","2025-06-18","2025-06-19","gbg.com","","",""
"kontek.com","Technology","qilin","US","2025-06-18","2025-06-19","kontek.com","","",""
"accu-search.com","Technology","qilin","US","2025-06-18","2025-06-19","accu-search.com","","",""
"spacebridge.com","Technology","qilin","CA","2025-06-18","2025-06-19","spacebridge.com","","",""
"Technology Consultants Group","Technology","dragonforce","US","2025-06-17","2025-06-17","tcgrpinc.com","","",""
"coBuilder","Technology","dragonforce","NO","2025-06-17","2025-06-17","cobuilder.com","","",""
"AXT","Technology","dragonforce","US","2025-06-16","2025-06-20","www.atx.com","","",""
"faltner.de","Technology","safepay","DE","2025-06-16","2025-08-26","faltner.de","","",""
"doradosoftware.com","Technology","incransom","US","2025-06-16","2025-06-21","doradosoftware.com","","",""
"Ab Ovo","Technology","akira","NL","2025-06-16","2025-06-16","","","",""
"lynkspot.com","Technology","incransom","US","2025-06-15","2025-07-31","lynkspot.com","","",""
"hitachi-tds.com","Technology","incransom","US","2025-06-15","2025-07-22","hitachi-tds.com","","",""
"csaas.com","Technology","incransom","US","2025-06-12","2025-07-22","csaas.com","","",""
"cypress","Technology","qilin","US","2025-06-12","2025-06-12","www.cypressindustries.com","","",""
"astronika","Technology","warlock","PL","2025-06-11","2025-06-11","astronika.pl","","",""
"taos","Technology","warlock","US","2025-06-11","2025-06-11","taos.com","","",""
"cisin.com","Technology","J","IN","2025-06-11","2025-06-20","cisin.com","","",""
"fasse.com","Technology","qilin","DE","2025-06-11","2025-06-11","www.fasse.com","","",""
"hparchitecture.com","Technology","qilin","US","2025-06-11","2025-06-19","hparchitecture.com","","yes",""
"electro-seal.com","Technology","safepay","US","2025-06-09","2025-06-09","electro-seal.com","","",""
"Stratascorp Technologies","Technology","akira","US","2025-06-09","2025-07-09","stratascorp.com","","",""
"mytaac.com","Technology","safepay","US","2025-06-07","2025-06-07","mytaac.com","","",""
"ad-engineering.co.uk","Technology","global","GB","2025-06-07","2025-06-07","ad-engineering.co.uk","","",""
"In'Tech Industries","Technology","interlock","US","2025-06-06","2025-06-06","intech-ind.com","","",""
"ACCS Le Groupe","Technology","gunra","CA","2025-06-06","2025-06-06","accslegroupe.ca","","",""
"MTTEXPERTISES.COM","Technology","incransom","MA","2025-06-06","2025-06-06","MTTEXPERTISES.COM","","",""
"naxis.net","Technology","safepay","JP","2025-06-06","2025-07-22","naxis.net","","",""
"Veethree","Technology","chaos","US","2025-06-05","2025-06-05","veethree.com","3 GB","",""
"Columbia TI","Technology","bert","CO","2025-06-05","2025-06-05","columbiati.com.br","","",""
"regen.com","Technology","qilin","US","2025-06-05","2025-06-05","www.regen.com","","",""
"microman.com","Technology","qilin","IE","2025-06-05","2025-06-05","www.microman.com","","",""
"EPC Group","Technology","direwolf","US","2025-06-04","2025-06-04","","","",""
"Synopsys","Technology","arkana","US","2025-06-04","2025-06-06","synopsys.com","","",""
"digitalwarroom.com","Technology","safepay","US","2025-06-03","2025-06-03","digitalwarroom.com","","",""
"divgroup.eu","Technology","safepay","SK","2025-06-03","2025-07-16","divgroup.eu","","",""
"upstartpower.com","Technology","qilin","US","2025-06-03","2025-06-12","www.upstartpower.com","","",""
"lantro.com","Technology","devman","JP","2025-05-31","2025-05-31","lantro.com","60 GB","",""
"teamsignal.com","Technology","safepay","US","2025-05-31","2025-07-26","teamsignal.com","","",""
"alereon.com","Technology","incransom","US","2025-05-31","2025-07-02","alereon.com","","",""
"TDM Technical Services","Technology","direwolf","CA","2025-05-30","2025-05-30","tdm.ca","","",""
"bridgecast.ca","Technology","safepay","CA","2025-05-29","2025-05-29","bridgecast.ca","","",""
"nod.ro","Technology","safepay","RO","2025-05-29","2025-07-12","nod.ro","","",""
"Datatrykk","Technology","nightspire","NO","2025-05-29","2025-05-30","datatrykk.no","no data","",""
"Lts.com.vn","Technology","flocker","VN","2025-05-28","2025-06-05","Lts.com.vn","","",""
"appsnw.com","Technology","safepay","US","2025-05-27","2025-07-26","appsnw.com","","",""
"Fujipoly Ltd","Technology","spacebears","JP","2025-05-27","2025-05-28","www.fujipoly.com","","",""
"VS One Technology","Technology","nova","LK","2025-05-27","2025-05-27","vsone.lk","","",""
"Media Links","Technology","play","JP","2025-05-26","2025-05-26","www.medialinks.com","","",""
"gosvt.com","Technology","threeam","US","2025-05-25","2025-05-25","gosvt.com","","",""
"appotech","Technology","qilin","HK","2025-05-25","2025-06-05","www.appotech.com","","",""
"Dcsdev.org","Technology","flocker","US","2025-05-25","2025-06-01","Dcsdev.org","","",""
"DataPost","Technology","direwolf","SG","2025-05-25","2025-05-27","datapost.com.sg","","yes",""
"innovasystems.com","Technology","qilin","US","2025-05-24","2025-05-28","www.innovasystemsinc.com","","",""
"Fujipoly Hong Kong Ltd","Technology","spacebears","HK","2025-05-24","2025-05-28","www.fujipoly.com","","",""
"Bizcom Electronics","Technology","lynx","US","2025-05-23","2025-08-20","bizcom-us.com","33GB","",""
"Informatika A.D.","Technology","worldleaks","RS","2025-05-23","2025-06-25"," http://www.informatika.com","","",""
"Quality Data Service, Inc.","Technology","blacknevas","US","2025-05-21","2025-08-06","www.qds.biz","","",""
"PEPRO","Technology","akira","US","2025-05-20","2025-07-16","peprollc.com","","",""
"appagroup.com","Technology","safepay","DE","2025-05-19","2025-07-26","appagroup.com","","",""
"RECI SYSTEMS","Technology","arcusmedia","IN","2025-05-17","2025-05-18","www.recisystems.com","","",""
"qtmi.net","Technology","safepay","US","2025-05-17","2025-07-22","qtmi.net","","",""
"Dynamic Netsoft","Technology","worldleaks","IN","2025-05-17","2025-06-29","www.dnetsoft.com","","",""
"ALL RING TECH CO., LTD.","Technology","bert","TW","2025-05-16","2025-05-16","allringtech.com","","",""
"ros.eu","Technology","incransom","DE","2025-05-16","2025-05-16","ros.eu","","",""
"chreynolds.com","Technology","qilin","US","2025-05-16","2025-05-16","chreynolds.com","","",""
"scelltech.com","Technology","qilin","FR","2025-05-16","2025-05-16","scelltech.com","","",""
"MEDIALAB","Technology","payoutsking","US","2025-05-15","2025-07-15","medialab3dsolutions.com","4GB","",""
"AttainX","Technology","play","US","2025-05-15","2025-05-21","www.attainx.com","","",""
"DSI Tech","Technology","medusa","US","2025-05-14","2025-05-18","dsitech.com","","","400000"
"IES Synergy","Technology","qilin","FR","2025-05-14","2025-12-03","www.ies-synergy.com","","",""
"IoTechWorld","Technology","direwolf","IN","2025-05-14","2025-06-04","iotechworld.com","","",""
"Zeus Tecnología","Technology","worldleaks","CO","2025-05-14","2025-06-04","www.zeustecnologia.com","","",""
"planet-itservices.com","Technology","safepay","IN","2025-05-13","2025-05-21","planet-itservices.com","","",""
"technicare.com.br","Technology","lockbit5","BR","2025-05-10","2025-12-26","technicare.com.br","","",""
"ITinSell group","Technology","qilin","FR","2025-05-10","2025-05-15","itinsell.com","","",""
"Verrex","Technology","play","US","2025-05-09","2025-05-09","www.verrex.com","","",""
"laval-virtual.com","Technology","lockbit5","FR","2025-05-09","2025-12-26","laval-virtual.com","","",""
"daycohost.com","Technology","J","VE","2025-05-09","2025-06-01","daycohost.com","","",""
"Operative","Technology","play","US","2025-05-08","2025-05-12","www.operative.com","","",""
"novaevo+ / T.consulT","Technology","nova","IT","2025-05-08","2025-05-08","t-consult.it","","",""
"optral.com","Technology","lockbit5","ES","2025-05-06","2025-12-26","optral.com","","",""
"EIZO Rugged Solutions","Technology","play","US","2025-05-06","2025-05-12","www.eizorugged.com","","yes",""
"SNS SYSTEM","Technology","killsec","IN","2025-05-05","2025-05-05","snssystem.com","","",""
"Synthesia.com","Technology","IMNCrew","CZ","2025-05-05","2025-05-05","Synthesia.com","","",""
"edisoft.es","Technology","BrainCipher","ES","2025-05-05","2025-05-05","edisoft.es","","",""
"brdigital.net.br","Technology","J","BR","2025-05-05","2025-05-12","brdigital.net.br","","",""
"AntFarm","Technology","worldleaks","US","2025-05-04","2025-06-07","antfarmservices.com","","",""
"kosmas.cz","Technology","lynx","CZ","2025-05-04","2025-05-28","kosmas.cz","","",""
"runtec.co.jp","Technology","lynx","JP","2025-05-02","2025-05-02","runtec.co.jp","","",""
"via-optronics","Technology","warlock","DE","2025-05-02","2025-06-11","via-optronics.com","","",""
"Gistic Research","Technology","play","US","2025-05-02","2025-05-09","www.gisticinc.com","","",""
"HCI Informatique d'entreprise","Technology","qilin","FR","2025-05-02","2025-05-02","www.hci66.net","","",""
"Dedicated Web Consultants, Inc","Technology","skira","US","2025-05-01","2025-05-01","dwcusa.com","","",""
"South African IT firm","Technology","devman","ZA","2025-05-01","2025-05-01","","","",""
"dovesit.co.za","Technology","devman","ZA","2025-05-01","2025-05-01","dovesit.co.za","120 GB","",""
"mcsl.de","Technology","safepay","DE","2025-05-01","2025-06-14","mcsl.de","","",""
"SIMCO Electronics","Technology","bert","US","2025-04-30","2025-04-30","simco.com","","",""
"fortrex.hu","Technology","lockbit5","HU","2025-04-29","2025-12-26","fortrex.hu","","",""
"SJERP","Technology","nova","DO","2025-04-29","2025-04-29","sj.com.do","","",""
"L3Harris Technologies","Technology","worldleaks","US","2025-04-28","2025-08-10","www.l3harris.com","","",""
"Rand Technology","Technology","play","US","2025-04-28","2025-05-05","www.randtech.com","","",""
"MDB","Technology","rhysida","US","2025-04-26","2025-04-26","","","",""
"Advanced Simulation Technology inc. (ASTi)","Technology","silent","US","2025-04-25","2025-04-25","asti-usa.com","","",""
"Sisnet, Costa Rica","Technology","nightspire","CR","2025-04-25","2025-04-26","sisnet.co.cr","30 GB","",""
"mdgny.com","Technology","qilin","US","2025-04-25","2025-05-06","mdgny.com","","yes",""
"end2endtechnologies","Technology","lynx","US","2025-04-24","2025-04-24","www.end2endtechnologies.com","","",""
"arabfalcons.com","Technology","lockbit5","SA","2025-04-24","2025-12-26","arabfalcons.com","","",""
"Shinko Shoji","Technology","gunra","JP","2025-04-23","2025-04-23","shinkocorp.co.jp","","",""
"N8XT","Technology","crypto24","SG","2025-04-23","2025-04-23","n8xt.net","","",""
"Scientel Solutions","Technology","play","US","2025-04-22","2025-04-27","www.scientelsolutions.com","","",""
"ATI Systems","Technology","play","US","2025-04-21","2025-05-05","www.atisystems.com","","",""
"Global Media Group","Technology","nitrogen","PT","2025-04-18","2025-04-18","www.globalmediagroup.pt","","",""
"M-POWER Information, Taiwan","Technology","nightspire","TW","2025-04-18","2025-04-22","mpinfo.com.tw/en","300 GB","",""
"Toppan Next","Technology","akira","JP","2025-04-18","2025-04-18","toppan.com","","",""
"Enflame Technology","Technology","killsec","CN","2025-04-17","2025-04-17","enflame","","",""
"Versa Networks","Technology","silent","US","2025-04-17","2025-04-23","versa-networks.com","","yes",""
"itec-gmbh.com","Technology","safepay","DE","2025-04-16","2025-04-16","itec-gmbh.com","","",""
"d-line-it.com","Technology","kairos","DK","2025-04-16","2025-04-16","d-line-it.com","","",""
"Iris ID","Technology","dragonforce","US","2025-04-16","2025-04-20","www.irisid.com","","",""
"iblinfo.de","Technology","incransom","DE","2025-04-16","2025-04-16","iblinfo.de","","",""
"ehlers-inc.com","Technology","lockbit5","US","2025-04-16","2025-12-07","ehlers-inc.com","","",""
"prais.ro","Technology","safepay","RO","2025-04-16","2025-05-17","prais.ro","","",""
"ehlers-inc.com","Technology","lockbit3","US","2025-04-16","2025-05-06","ehlers-inc.com","","",""
"​​​​bettininformatica - suporteon","Technology","nova","BR","2025-04-16","2025-04-28","bettininformatica.com.br","","",""
"​​​​bettininformatica - suporteon company","Technology","ralord","BR","2025-04-16","2025-04-19","bettininformatica","","",""
"Setpoint Systems","Technology","dragonforce","US","2025-04-15","2025-04-16","www.setpointsystems.com","","",""
"EVERTECH INSTRUMENTAL CO., LTD","Technology","spacebears","TW","2025-04-15","2025-04-17","en.evertech.com.tw","","",""
"Comport Technology Solutions","Technology","play","US","2025-04-14","2025-04-14","www.comport.com","","",""
"visco.de","Technology","safepay","DE","2025-04-14","2025-05-30","visco.de","","",""
"Bangkok Electronics Co., Ltd","Technology","devman","TH","2025-04-13","2025-04-13","bangkok-cctv.com","","",""
"CMC Corperation","Technology","crypto24","VN","2025-04-12","2025-04-12","ca.cmc.vn","","",""
"carseo.de","Technology","lockbit5","DE","2025-04-12","2025-12-26","carseo.de","","",""
"Making Tech Happen","Technology","akira","US","2025-04-12","2025-05-20","makingtechhappen.com","","",""
"On IT","Technology","termite","BE","2025-04-10","2025-04-11","weareonit.com","","",""
"TMA Group of Companies","Technology","sarcoma","AU","2025-04-10","2025-04-10","tmagroup.com.au","","",""
"Integral Analytics","Technology","AiLock","US","2025-04-10","2026-03-03","integralanalytics.com","","",""
"Bangkok Electronics Co., Ltd","Technology","qilin","TH","2025-04-09","2025-04-09","Bangkok Electronics","","",""
"technoforte software pvt ltd","Technology","crypto24","IN","2025-04-08","2025-04-08","Technoforte.co.in","","",""
"CVTE","Technology","hellcat","CN","2025-04-07","2025-04-07","cvte.com","","",""
"TIME Group","Technology","akira","IT","2025-04-07","2025-04-07","timegroup.it","","",""
"Amtech Software","Technology","monti","US","2025-04-07","2025-05-08","amtechsoftware.com","","yes",""
"IDS Infotech","Technology","hunters","IN","2025-04-06","2025-04-06","idsil.com","","",""
"Nicera","Technology","nightspire","JP","2025-04-06","2025-04-13","www.nicera.co.jp/en","45 GB","",""
"Racami","Technology","hellcat","US","2025-04-05","2025-04-05","racami.com","","",""
"Asseco","Technology","hellcat","PL","2025-04-05","2025-04-05","asseco.com","","",""
"FUJIFILM","Technology","sarcoma","JP","2025-04-05","2025-04-05","fujifilm.com","","",""
"Nexia Poyiadjis IT","Technology","hunters","CY","2025-04-05","2025-04-05","nexia.com.cy","","",""
"Optimax Technology","Technology","devman","TW","2025-04-05","2025-04-06","optimax.com.tw","","yes","590K USD"
"Optimax Technology","Technology","qilin","TW","2025-04-05","2025-04-05","optimax.com.tw","","yes",""
"Source Photonics","Technology","frag","US","2025-04-04","2025-04-04","sourcephotonics.com","","",""
"Sinari's software POC","Technology","qilin","FR","2025-04-04","2025-04-04","sinari.com","","",""
"RORZE Technology Inc.","Technology","akira","TW","2025-04-04","2025-04-04","rorze.com.tw","","",""
"dgr.at","Technology","qilin","AT","2025-04-04","2025-04-04","dgr.at","","",""
"aosense.com - AO Sense INC.","Technology","babuk2","US","2025-04-02","2025-04-02","aosense.com","","",""
"Clarity Ventures","Technology","rhysida","US","2025-04-02","2025-04-02","clarity-ventures.com","","",""
"www.humac.dk","Technology","kraken","DK","2025-04-02","2025-06-28","www.humac.dk","","",""
"(UPDATE) - whitecapcanada.com","Technology","babuk2","CA","2025-04-01","2025-04-01","","","",""
"Krypton Solutions","Technology","medusa","US","2025-04-01","2025-04-06","fstoolcorp.com","","","200000"
"BenefitElect","Technology","killsec","US","2025-04-01","2025-04-01","benefitelect.com","","",""
"Ocuco","Technology","killsec","IE","2025-04-01","2025-04-01","ocuco.com","","",""
"Workers Informática Ltda","Technology","killsec","BR","2025-04-01","2025-04-01","workers.com.br","","",""
"[EVIDENCE PACK 2] Telecontrol","Technology","ransomhouse","ES","2025-04-01","2025-04-18","www.telecontrolspa.it","","",""
"InterLOGIC Inc","Technology","nightspire","US","2025-04-01","2025-04-13","www.interlogicinc.com","50 GB","",""
"Telecontrol","Technology","ransomhouse","IT","2025-04-01","2025-04-07","telecontrolspa.it","","",""
"alertenterprise.com","Technology","VanHelsing","US","2025-03-31","2025-03-31","alertenterprise.com","","",""
"TransCore ITS, LLC","Technology","crypto24","AE","2025-03-31","2025-07-20","transcore.com","","",""
"kyoceradocumentsolutions.eu","Technology","ALP-001","NL","2025-03-31","2026-03-29","kyoceradocumentsolutions.eu","75GB Description: Kyocera (Kyocera Document Solutions Europe Management BV is a company that operates in the Office Products Retail & Distribution industry. It employs 250to499 people and has 100MMto250M of revenue. The company is headquartered in Reading, Berkshire, United Kingdom.","",""
"Kyocera Document Solutions Europe","Technology","killsec","NL","2025-03-31","2025-03-31","kyoceradocumentsolutions.eu","","",""
"CMC Technology Group","Technology","bianlian","VN","2025-03-31","2025-03-31","cmctechgroup.com","","",""
"Southern Avionics","Technology","dragonforce","US","2025-03-31","2025-03-31","southernavionics.com","","",""
"Hartmann Stanyak Bürosysteme","Technology","akira","DE","2025-03-31","2025-03-31","hsb-freiburg.de","","",""
"Zuni Data","Technology","crazyhunter","TW","2025-03-30","2025-03-30","zunidata.com","","","300000"
"Analog Integrations Corporation","Technology","crazyhunter","TW","2025-03-30","2025-03-30","analog.com.tw","","","500000"
"Netronix Inc","Technology","crazyhunter","TW","2025-03-30","2025-03-30","netronixinc.com","","","1000000"
"intellioan.com","Technology","lockbit5","US","2025-03-30","2025-12-07","intellioan.com","","",""
"blunk-gmbh.de","Technology","safepay","DE","2025-03-30","2025-03-30","blunk-gmbh.de","","",""
"iDRAC (Integrated Dell Remote Access Controller) management interface for Dell servers","Technology","babuk2","US","2025-03-29","2025-03-29","","","",""
"Transsion","Technology","AiLock","CN","2025-03-29","2026-03-06","transsion.com","","",""
"Transsion Holdings","Technology","hellcat","CN","2025-03-29","2025-03-29","transsion.com","","",""
"leadzen.ai","Technology","babuk2","IN","2025-03-28","2025-03-28","leadzen.ai","","",""
"pureincubation.com","Technology","babuk2","US","2025-03-28","2025-03-28","pureincubation.com","","",""
"europtec.com","Technology","ransomhub","DE","2025-03-27","2025-03-31","europtec.com","","",""
"www.bassi.it","Technology","ransomhub","IT","2025-03-27","2025-03-28","bassi.it","","",""
"Amatech","Technology","lynx","US","2025-03-26","2025-03-29","amatech.com","","",""
"Hawk Technology","Technology","play","US","2025-03-26","2025-04-05","hawktechnology.com","","",""
"Omnitracs","Technology","hellcat","US","2025-03-24","2025-03-25","omnitracs.com","","",""
"mnm.hu","Technology","ransomhub","HU","2025-03-24","2025-03-24","mnm.hu","","",""
"technicare.com","Technology","ransomhub","US","2025-03-24","2025-03-24","technicare.com","","",""
"www.rivaldt.com","Technology","ransomhub","BR","2025-03-24","2025-03-24","rivaldt.com","","",""
"www.solidworld.it","Technology","ransomhub","IT","2025-03-24","2025-03-24","solidworld.it","","",""
"Business Software Solutions","Technology","medusa","US","2025-03-24","2025-03-29","businesssoftwaresolutions.info","","","200000"
"allbiz.com","Technology","incransom","US","2025-03-24","2025-03-24","allbiz.com","","",""
"biglevel.net","Technology","safepay","US","2025-03-23","2025-05-06","biglevel.net","","",""
"Synesis Surveillance System","Technology","babuk2","RU","2025-03-22","2025-03-22","","","",""
"www.core-1.com","Technology","ransomhub","","2025-03-21","2025-03-21","core-1.com","","",""
"exostar.com TOP Defense AS","Technology","babuk2","","2025-03-21","2025-03-21","","","",""
"Pilipili","Technology","akira","BE","2025-03-21","2025-07-24","pilipili.be","","",""
"amazon.com","Technology","babuk2","US","2025-03-20","2025-03-20","amazon.com","","",""
"interiseworld.com","Technology","killsec","US","2025-03-20","2025-03-20","interiseworld.com","","",""
"gbsn.com.br","Technology","ransomhub","BR","2025-03-20","2025-03-21","gbsn.com.br","","",""
"blue-hive.com","Technology","qilin","US","2025-03-20","2025-03-29","blue-hive.com","","",""
"Paycor","Technology","SilentRansomGroup","US","2025-03-19","2025-05-06","","","",""
"Access Panel Financial Technology Company (Thailand)","Technology","babuk2","TH","2025-03-19","2025-03-19","","","",""
"nimapinfotech.com","Technology","babuk2","IN","2025-03-19","2025-03-19","nimapinfotech.com","","",""
"Atos-racks.com","Technology","VanHelsing","FR","2025-03-18","2025-03-18","Atos-racks.com","","",""
"nstda.or.th","Technology","babuk2","TH","2025-03-18","2025-03-18","nstda.or.th","","",""
"whitecapcanada.com","Technology","babuk2","CA","2025-03-18","2025-03-18","whitecapcanada.com","","",""
"Otelier.io","Technology","babuk2","US","2025-03-18","2025-03-18","Otelier.io","","",""
"HighWire Press","Technology","hellcat","US","2025-03-18","2025-04-05","highwirepress.com","","",""
